generated_at_utc,state,action,fgi,price,price_confirm_4h,new_local_low_4h,oi_regime,oi_delta_24h,stop_atr,quality_coverage_pct,quality_status
2026-09-01T20:33:16.014555+00:00,NO_TRADE,DO NOT CHASE,69.0,77314.4,False,True,OVERHEATED,0.028060362394458194,0.30486339536489454,100.0,DATA READY
